CallNumber,Author,Title,ISBN,PubName,PubYear
E 178 Gre, John A. 1920- (John Arthur) Garraty,The great republic : a history of the American people ,9780669027532; 0669027537,Heath,1981
E 178 Gre, John A. 1920- (John Arthur) Garraty,The great republic : a history of the American people ,9780669209860; 0669209864,Heath,1991
E 178 Gre, John A. 1920- (John Arthur) Garraty,The great republic : a history of the American people ,9780669209877; 0669209872,Heath,1992
E 178 HOF, Richard Hofstadter,The American political tradition and the men who made it.,9780394488806; 0394488806,Knopf,1973
E 178 HOF, Richard Hofstadter,The American political tradition.,9780224602884; 0224602888; 9780224611879; 0224611879,Jothan Cape,1962
E 178 Han, Oscar Handlin,The Americans : a new history of the people of the United States ,,Little,1963
E 178 Har, Neil Harris,The history of the United States ,,Holt,1969
E 178 Hic, J. D. Hicks,A short history of American democrary ,,Houghton,1956
E 178 Hic, J. D. Hicks,The American tion : a history of the United States from 1865 to the present ,,Allen Lane The Penguin Press,1968
E 178 Hoc, H. C. Hockett,Political and social growth of the American people; 1492-1865 ,,Macmillan,1940
E 178 Hof, Richard Hofstadter,The American republic ,,Prentice-Hall,1959
E 178 Hof, Richard Hofstadter,The American republic ,,Prentice-Hall,1962
E 178 Hof, Richard Hofstadter,The United States ,9780139384233; 0139384235,Prentice-Hall,1972
E 178 Hub, L. Huberman,We; the people ,,Harper,1947
E 178 Ima, L. Huberman,Images of America ,9780394321189; 0394321189,Knopf,1978
E 178 Joh, Paul Johnson,A history of the American people ,9780297815693; 0297815695,Weidenfeld & Nicolson,1997
E 178 Jon, R. R. Jones,The sweep of American history ,,Wiley,1969
E 178 Jon, R. R. Jones,The sweep of American history ,,Wiley,1970
E 178 Kou, J. A. Kouwenhoven,Adventures of America 1857-1900 : a pictorial record from Harper's Weekly ,,Harper,1938
E 178 Lum, N. C. Lumian,Living America ,,Van Nostrand Reinhold,1970
E 178 MAC, John Bach McMaster,The political depravity of the founding fathers : studies in the history of the United States ,,Noonday P,1964
E 178 MEI, D. W. 1924-2020. (Dold William) Meinig,The shaping of America : a geographical perspective on 500 years of history ,9780300104325; 0300104324,Yale University Press,2004
E 178 Mau, André. Maurois,A new history of the United States ,,John Lane,1948
E 178 Mau, André. Maurois,An illustrated history of the United States ,,Bodley Head,1969
E 178 Mei, D. W. 1924-2020. (Dold William) Meinig,The shaping of America : a geographical perspective on 500 years of history ,9780300035483; 0300035489,Yale UP,1986
E 178 Mei, D. W. 1924-2020. (Dold William) Meinig,The shaping of America : a geographical perspective on 500 years of history ,9780300056587; 0300056583,Yale UP,1993
E 178 Mil, William Miller,A new history of the United States ,,Faber,1960
E 178 Mor, Samuel Eliot Morison,The Oxford history of the American people ,,OUP,1965
E 178 Mor, Samuel Eliot Morison,The Oxford history of the United States; 1783-1917 ,,OUP,1927
E 178 Mor, Samuel Eliot. Morison,A concise history of the American republic ,9780195021264; 0195021266,OUP,1977
E 178 Mor, Samuel Eliot. Morison,A concise history of the American republic ,9780195031799; 0195031792,OUP,1983
E 178 Mor, Samuel Eliot. Morison,The growth of the American republic ,9780195025934; 0195025938,OUP,1980
E 178 Mor, Samuel Eliot. Morison,The growth of the American republic ,9780195025941; 0195025946,OUP,1980
E 178 s, Roderick. sh,From these beginnings ... : a biographical approach to American history ,,Harper & Row,1973
E 178 Nev, Allan Nevins,A brief history of the United States ,,Clarendon P,1942
E 178 Nev, Allan Nevins,A history of the American people from 1492 ,,OUP,1970
E 178 Nev, Allan Nevins,A short history of the United States ,,Modern Library,1969
E 178 Nev, Allan Nevins,America : the story of a free people ,9780198730187; 0198730187,OUP,1976
E 178 New, Allan Nevins,New perspectives on the American past ,,Little Brown & Co,1972
E 178 Nic, H. G. 1911-1998. (Herbert George) Nicholas,The American union ,,Penguin Books,1950
E 178 Nye, Russel B. 1913- (Russel Blaine) Nye,A history of the United States ,9780140203134; 0140203133,Penguin,1970
E 178 Nye, Russel B. 1913- (Russel Blaine) Nye,A history of the United States ,9780140203141; 0140203141,Penguin,1970
E 178 Par, H. B. Parkes,The United States of America : a history ,,Knopf,1959
E 178 Per, Dexter Perkins,The American democracy : its rise to power ,,Macmillan,1964
E 178 Per, Dexter Perkins,The United Sates of America : a history ,,Macmillan,1962
E 178 Per, Dexter Perkins,The United States of America : a history ,,Macmillan,1962
E 178 Pot, D. M. Potter,tiolism and sectiolism in America; 1775-1877 : select problems in historical interpretation ,,Holt,1949
E 178 REY, David Reynolds,America; empire of liberty : a new history ,0141033673; 9780141033679,Penguin,2010
E 178 Rea, David Reynolds,Readings in American history ,,Macmillan,1968
E 178 Rie, R. E. Riegel,America moves west ,,Holt,1964
E 178 Sav, E. N. Saveth,Understanding the American past : American history and its interpretation ,,Little Brown,1954
E 178 Sch, Arthur M. 1888-1965. (Arthur Meier) Schlesinger,New viewpoints in American history ,,Macmillan,1922
E 178 Sch, Arthur M. 1888-1965. (Arthur Meier) Schlesinger,Nothing stands still : essays ,,Belkp P of Harvand UP,1969
E 178 Sch, Arthur M. 1888-1965. (Arthur Meier) Schlesinger,Paths to the present ,,Macmillan,1949
E 178 Sin, Andrew Sinclair,A concise history of the United States ,,Thames,1967
E 178 Smi, Goldwin. Smith,The United States : an outline of political history; 1492-1871 ,,Macmillan,1893
E 178 TYR, Ian Tyrrell,Transtiol tion : United States History in Global Perspective Since 1789 ,9781137338532; 1137338539; 9781137338549; 1137338547,Palgrave; Macmillan Education,2015
E 178 Thi, F. Thistlethwaite,The great experiment : an introduction to the history of the American people ,,CUP,1955
E 178 Tho, R. Thompson,The golden door : a history of the United States of America (1607-1945) ,,Allman,1969
E 178 WIL, Woodrow Wilson,Division and reunion 1829-1889 ,1103841769; 9781103841769,BiblioBazaar,2012
E 178 WRI, Rold Wright,What is America? : a short history of the new world order ,0676979823; 9780676979824,Alfred A Knopf,2008
E 178 Wil, Woodrow Wilson,A history of the American people ,,Harper,1902
E 178 Wis, H. Wish,American historians : a selection ,,OUP,1962
E 178 Woo, C. Vann 1908- (Comer Vann) Woodward,The age of reinterpretation ,,Service Center for Teachers of History,1961
E 178 Woo, C. Vann 1908- (Comer Vann) Woodward,The comparative approach to American history ,,Basic Books,1968 et
E 178 Woo, W. E. Woodward,A new American history ,,Farrer and Rinehart,1936
E 178 Wri, Esmond. Wright,An empire for liberty : from Washington to Lincoln ,9781557862600; 1557862605,Blackwell,1995
E 178 Wri, Esmond. Wright,The American dream : from reconstruction to Reagan ,9781557865892; 1557865892,Blackwell,1996
E 178 Wri, Esmond. Wright,The search for liberty : from origins to independence ,9781557865885; 1557865884,Blackwell,1995
E 178.1 Ame, Esmond. Wright,America; past and present ,9780321002891; 032100289X,Longman,1999
E 178.1 Ame, Esmond. Wright,America; past and present ,9780673388643; 0673388646,HarperCollins,1991
E 178.1 Ame, Esmond. Wright,American passages : a history of the United States ,9780030724794; 0030724791,Harcourt College Publishers,2000
E 178.1 Ame, Esmond. Wright,The American people : creating a tion and a society ,9780065010558; 0065010558,HarperCollins,1994
E 178.1 BRI, Alan. Brinkley,The unfinished tion : a concise history of the American people ,9780072430509; 0072430508; 9780072295580; 0072295589,McGraw-Hill,2000
E 178.1 Bai, Thomas Andrew Bailey,Probing America's past : a critical examition of major myths and misconceptions ,,Heath,1973
E 178.1 Bai, Thomas Andrew Bailey,The American pageant : a history of the Republic ,9780669003543; 0669003549,Heath,1979
E 178.1 Bai, Thomas Andrew Bailey,The American pageant : a history of the Republic ,9780669003550; 0669003557,Heath,1979
E 178.1 Car, Peter N. Carroll,The free and the unfree : a new history of the United States ,9780140220384; 0140220380,Penguin,1977
E 178.1 Car, Peter N. Carroll,The free and the unfree : a new history of the United States ,9780140228274; 0140228276; 9780140165401; 0140165401,Penguin,1988
E 178.1 Cur, Richard Nelson. Current,United States history : search for freedom ,,Scott Foresman,1974
E 178.1 End, Richard Nelson. Current,The enduring vision : a history of the American people ,9780669281149; 066928114X,Heath,1993
E 178.1 End, Richard Nelson. Current,The enduring vision : a history of the American people ,9780669397703; 0669397709,Heath,1996
E 178.1 End, Richard Nelson. Current,The enduring vision : a history of the American people ,9780669397727; 0669397725,Heath,1996
E 178.1 Ess, Richard Nelson. Current,The essentials of American history ,9780394304120; 0394304128,Knopf,1976
E 178.1 Gar, Lloyd C. Gardner,Looking backward : a reintroduction to American history ,9780070228412; 0070228418,McGraw-Hill,1974
E 178.1 Gar, John A. 1920- (John Arthur) Garraty,The American tion : a history of the United States ,9780060422691; 0060422696,Harper,1979
E 178.1 Gar, John A. 1920- (John Arthur) Garraty,The American tion : a history of the United States ,9780321012968; 0321012968,Longman,1998
E 178.1 Gil, Martin Gilbert,The Dent atlas of American history ,9780460861731; 0460861735,Dent,1993
E 178.1 Gin, R. Ginger,People on the move : a United States history ,9780205047321; 0205047327,Allyn & Bacon,1975
E 178.1 Gin, R. Ginger,People on the move : a United States history ,9780205047338; 0205047335,Allyn & Bacon,1975
E 178.1 Goo, Paul Goodman,USA : an American record ,9780030774355; 0030774357,Holt Rinehart and Winston,1972
E 178.1 JON, Maldwyn A. 1922-2007. (Maldwyn Allen) Jones,The limits of liberty : American history; 1607-1992 ,9780198205715; 0198205716; 9780198205722; 0198205724,Oxford University Press,1995
E 178.1 Jon, Maldwyn A. 1922-2007. (Maldwyn Allen) Jones,The limits of liberty : American history; 1607-1980 ,9780199130740; 0199130744,OUP,1983
E 178.1 t, Maldwyn A. 1922-2007. (Maldwyn Allen) Jones,The tiol experience : a history of the United States ,,Harcourt Brace,1973
E 178.1 PEO, Mary Beth. Norton,A people and a tion : a history of the United States ,9780618391776; 0618391770,Houghton Mifflin Co,2005
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780395359532; 0395359538,Houghton Mifflin,1986
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780395379363; 0395379369,Houghton Mifflin,1986
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780395379370; 0395379377,Houghton Mifflin,1986
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780395433072; 039543307X,Houghton Mifflin,1990
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780395433089; 0395433088,Houghton Mifflin,1990
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780395433096; 0395433096,Houghton Mifflin,1991
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780395634554; 0395634555,Houghton Mifflin,1994
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780395788820; 039578882X,Houghton Mifflin,1998
E 178.1 Peo, Mary Beth. Norton,A people and a tion : a history of the United States ,9780618005505; 0618005501,Houghton Mifflin,2001
E 178.1 Pri, J. N. Primm,The American experience ,,Forum P,1973
E 178.1 Pur, J. N. Primm,The pursuit of liberty : a history of the American people ,9780394334769; 0394334760,Knopf,1984
E 178.1 Pur, J. N. Primm,The pursuit of liberty : a history of the American people ,9780394334776; 0394334779,Knopf,1984
E 178.1 TIN, George Brown. Tindall,America : a rrative history ,9780393978131; 0393978133,Norton,2004
E 178.1 The, Stephan. Thernstrom,A history of the American people ,9780155365339; 0155365339,Harcourt,1989
E 178.1 The, Stephan. Thernstrom,A history of the American people ,9780155365346; 0155365347,Harcourt,1989
E 178.1 Tin, George Brown. Tindall,America : a rrative history ,9780393961485; 0393961486,Norton,1992
E 178.1 Tin, George Brown. Tindall,America : a rrative history ,9780393961492; 0393961494,Norton,1992
E 178.1 Tin, George Brown. Tindall,America : a rrative history ,9780393961515; 0393961516,Norton,1992
E 178.1 Tin, George Brown. Tindall,America : a rrative history ,9780393968736; 0393968731,Norton,1996
E 178.1 Tin, George Brown. Tindall,America : a rrative history ,9780393970630; 0393970639,Norton,1997
E 178.1 Tin, George Brown. Tindall,America : a rrative history ,9780393973334; 0393973336; 9780393973396; 0393973395,WW Norton,1999
E 178.1 Tin, George Brown. Tindall,America : a rrative history ,9780393973495; 0393973492,Norton,1999
E 178.1 Wei, Allen. Weinstein,Freedom and crisis : an American history ,,Random House,1981
E 178.2 Bol, Allen. Weinstein,A Soviet view of the American past : an annotated translation of the section on American history in the Great Soviet Encyclopedia (Bolshaia Sovetskaia Entsiklopedia) ,,Scott,1964
E 178.4 Hut, B. Hutton,A history of America ,,Coach House P,1968
E 178.5 AME, B. Hutton,America : a visual history ,1603201238; 9781603201230,Melia distributor; Time Home Entertainment,2010
E 178.6 AME, B. Hutton,The American record : images of the tion's past.,9780070239876; 0070239878,McGraw-Hill,1995
E 178.6 Ame, B. Hutton,American vistas ,9780195024685; 0195024680,OUP,1979
E 178.6 Ame, B. Hutton,American vistas ,9780195024692; 0195024699,OUP,1979
E 178.6 Ame, B. Hutton,American vistas ,9780195060607; 0195060601,OUP,1991
E 178.6 Ame, B. Hutton,American vistas ,9780195087833; 0195087836,OUP,1995
E 178.6 Ame, B. Hutton,American vistas ,9780195087840; 0195087844,OUP,1995
E 178.6 Ame, B. Hutton,The American record : images of the tion's past ,,McGraw-Hill,2001
E 178.6 Ame, B. Hutton,The American record : images of the tion's past ,9780070239883; 0070239886,McGraw-Hill,1995
E 178.6 Ame, B. Hutton,The American record : images of the tion's past ,9780075538554; 0075538555,McGraw-Hill,1988
E 178.6 Ame, B. Hutton,The American record : images of the tion's past ,9780394322162; 0394322169,Knopf,1982
E 178.6 Ame, B. Hutton,The American record : images of the tion's past ,9780394326658; 0394326652,Knopf,1982
E 178.6 Apt, Herbert Aptheker,The Unfolding Drama : Studies in U.S. History ,9780717805600; 0717805603,Intertiol Publishers,1979
E 178.6 Bro, D. W. 1900-1974. (Denis William) Brogan,American aspects ,,Hamish Hamilton,1964
E 178.6 Coo, B. W. Cook,Past Imperfect : Altertive Essays in American History ,,Knopf,1973
E 178.6 Cun, Marcus Cunliffe,In search of America : transatlantic essays 1951-1990 ,9780313277122; 0313277125,Greenwood,1991
E 178.6 Elk, S. Elkins,The Hofstadter aegis : a memorial ,,Knopf,1974
E 178.6 Pot, D. M. Potter,Eight issues in American history : views and counterviews ,,Scott Foresman,1966
E 178.6 Smi, James Morton. Smith,Politics and society in American history ,,Prentice-Hall,1973
E 178.6 Tow, James Morton. Smith,Toward a new view of America : essays in honor of Arthur C. Cole ,9780891020660; 0891020667,Franklin,1977
E 178.6 Uph, R. W. Uphaus,American protest in perspective ,9780060467241; 006046724X,Harper,1971
E 178.6 WHI, R. W. Uphaus,A companion to 20th-century America ,9780631211006; 0631211004,Blackwell,2004
E 178.6 Wil, William Appleman. Williams,History as a way of learning : articles; excerpts; and essays ,,New Viewpoints,1973
E 178.6 Zin, Howard Zinn,The Zinn reader : writings on disobedience and democracy ,9781888363548; 1888363541,Seven Stories P,1997
E 179 All, H. C. 1917-1998. (Harry Cranbrook) Allen,Bush and backwoods : a comparison of the frontier in Australia and the United States ,,Michigan State UP,1959
E 179 BIL, Ray Allen Billington,The westward movement in the United States ,,Van Nostrand,1959
E 179 Bab, C. M. Babcock,The American Frontier : a Social and Literary Record ,,Holt,1965
E 179 Bil, Ray Allen Billington,America's frontier heritage ,,Holt,1966
E 179 Bil, Ray Allen Billington,The American Frontiersman ,,Clarendon P,1954
E 179 Bil, Ray Allen Billington,The Frontier thesis ,,Holt,1966
E 179 Bil, Ray Allen Billington,Westward Expansion : a History of the American Frontier ,9780023098604; 0023098600,Macmillan,1982
E 179 Bra, E. D. Branch,Westward : the romance of the American frontier ,,Appleton,1930
E 179 Bri, E. D. Branch,Britain and America : studies in comparative history; 1760-1970 ,9780300069778; 0300069774,Yale UP,1997
E 179 Bro, Richard Maxwell. Brown,No duty to retreat : violence and values in American history and society ,9780195045109; 0195045106,OUP,1991
E 179 DeV, B. DeVoto,The course of empire ,,Houghton Mifflin,1952
E 179 Eme, G. Emerson,The new frontier : a study of the American liberal spirit; its frontier origin; and its application to modern problems ,,Holt,1920
E 179 Gil, William Gilpin,Mission of the North American people : geographical; social; and political ,9780306710131; 0306710137,De Capo P,1974
E 179 Gra, Norman A. Graebner,Empire on the Pacific : a study in American continental expansion ,,Rold P,1955
E 179 Haa, William H. Haas,The American empire : a study of the outlying territories of the United States ,,U of Chicago P,1940
E 179 Hof, Richard Hofstadter,American violence : a documentary history ,9780394414867; 0394414861,Knopf,1970
E 179 Hof, Richard Hofstadter,Turner and the sociology of the frontier ,,Basic Books,1968
E 179 Hol, W. E. Hollon,Frontier violence : another look ,9780195017502; 0195017501,OUP,1974
E 179 Hor, R. Horsman,Expansion and American Indian policy; 1783-1812 ,,Michigan State UP,1967
E 179 Hor, R. Horsman,The frontier in the formative years; 1783-1815 ,,Holt Rinehart & Winston,1970
E 179 Klo, N. Klose,A concise study guide to the American frontier ,,U of Nebraska P,1964
E 179 LET, N. Klose,Lethal imagition : violence and brutality in American history ,9780814712962; 0814712967; 9780814712955; 0814712959,New York University Press,1999
E 179 MAN, N. Klose,Manifest destinies and indigenous peoples ,0674033132; 9780674033139,distributed by Harvard University Press; Harvard University David Rockefeller Center for Latin American Studies,2009
E 179 PHO, N. Klose,Photographs at the frontier : Aby Warburg in America 1895-1896 ,9781858940670; 1858940672,Merrell Holberton in association with The Warburg Institute,1998
E 179 Pax, F. L. Paxson,History of the American frontier; 1763-1893 ,,Houghton Mifflin,1924
E 179 RUS, David J. Russo,American history from a global perspective : an interpretation ,9780275968960; 0275968960,Praeger,2000
E 179 Ric, R. W. Richmond,A tion moving West : readings in the history of the American frontier ,,U of Nebraska P,1966
E 179 Rig, M. Ridge,America's frontier story : a documentary history of westward expansion ,,Holt Rinehart & Winston,1969
E 179 Roo, Theodore Roosevelt,The winning of the West ,,Review of Reviews Co,1904
E 179 SHA, George Earlie Shankle,American nickmes : their origin and significance ,,Wilson,1955
E 179 SMI, Henry sh. Smith,Virgin land : the American West as symbol and myth ,9780674939554; 0674939557,Harvard University Press,1970
E 179 SMI, Henry sh. Smith,Virgin land : the American West as symbol and myth ,9780674939554; 0674939557,Random House,1961
E 179 Sos, J. M. Sosin,The revolutiory frontier; 1763-1783 ,,Holt,1967
E 179 Str, R. W. Strickland,The Turner thesis and the dry world ,,Texas Western P,1960
E 179 TUR, George Rogers Taylor,The Turner thesis : concerning the role of the frontier in American history ,,Heath,1956
E 179 Tow, George Rogers Taylor,Toward the year 2000 : work in progress ,9780262522373; 0262522373,MIT P,1997
E 179 Tur, F. J. Turner,Frontier and section ,,Prentice-Hall,1961
E 179 Tur, F. J. Turner,The significance of sections in American history ,,Peter Smith,1950
E 179 Tur, Frederick Jackson Turner,The frontier in American history ,,Holt,1920
E 179 Web, W. P. Webb,The great plains ,,Ginn,1931
E 179 Wei, A. K. Weinberg,Manifest destiny : a study of tiolist expansionism in American history ,,Smith,1958 et
E 179 Wes, E. B. Wesley,Guarding the frontier : a study of frontier defense from 1815-1825 ,,U of Minnesota P,1935
E 179 Wym, W. D. Wyman,The frontier in perspective ,,U of Wisconsin P,1965
E 179.5 Ant, W. D. Wyman,The anti-imperialist reader : a documentary history of anti-imperialism in the United States ,9780841907683; 0841907684,Holmes & Meier,1984
E 179.5 BUL, V. author. Bulmer-Thomas,Empire in retreat : the past; present; and future of the united states ,0300210000; 9780300210002,Yale University Press,2018
E 179.5 CUL, V. author. Bulmer-Thomas,Cultures of United States imperialism ,9780822314004; 0822314002; 9780822314134; 0822314134,Duke University Press,1993
E 179.5 DOO, Andy Doolen,Fugitive empire : locating early American imperialism ,9780816644544; 0816644543; 9780816644537; 0816644535,University of Minnesota Press,2005
E 179.5 Dra, Harry Sinclair Drago,Great American cattle trails : the story of the old cow paths of the East and the longhorn highways of the plains ,,Dodd,1965
E 179.5 Ear, Carville. Earle,Geographical inquiry and American historical problems ,9780804715751; 0804715750,Stanford UP,1992
E 179.5 Eur, Carville. Earle,European settlement and development in North America : essays on geographical change in honour and memory of Andrew Hill Clark ,9780712908962; 071290896X,Dawson,1978
E 179.5 Fro, Carville. Earle,The Frontier in History : North America and Southern Africa compared ,9780300026245; 0300026242,Yale UP,1981
E 179.5 GRA, Greg Grandin,The end of the myth : from the frontier to the border wall in the mind of America ,1250179823; 9781250179821; 1250214858; 9781250214850,Metropolitan Books Henry Holt and Company,2019
E 179.5 HIE, Thomas R. Hietala,Manifest design : American exceptiolism and Empire ,9780801488467; 080148846X,Cornell,2003
E 179.5 Hol, S. H. Holbrook,The Yankee exodus : an account of migration from New England ,,Macmillan,1950
E 179.5 Jen, M. Jensen,Regiolism in America ,,U of Wisconsin P,1951
E 179.5 KOL, Annette Kolodny,The land before her : fantasy and experience of the American frontiers; 1630-1860 ,9780807815717; 0807815713; 9780807841112; 0807841110,University of North Caroli Press,1984
E 179.5 Kle, Kerwin Lee. Klein,Frontiers of historical imagition : rrating the European conquest of tive America; 1890-1990 ,9780520204638; 0520204638; 9780520221666; 0520221664,University of California Press,1997
E 179.5 Mer, Frederick Merk,History of the Westward movement ,9780394411750; 0394411757,Knopf,1978
E 179.5 NYE, David E. Nye,America as second creation : technology and rratives of new beginnings ,9780262640596; 0262640597,MIT,2004
E 179.5 Odu, Howard Washington Odum,American regiolism : a cultural-historical approach to tiol integration ,,Peter Smith,1966
E 179.5 RAC, Howard Washington Odum,Race; tion; and empire in American history ,0807831271; 9780807831274; 0807858285; 9780807858288,University of North Caroli Press,2007
E 179.5 RIF, Mark Rifkin,Manifesting America : the imperial construction of U.S. tiol space ,0199958491; 9780199958498,Oxford University Press,2013
E 179.5 SLO, Richard Slotkin,The fatal environment : the myth of the frontier in the age of industrialization; 1800-1890 ,9780689114106; 0689114109; 9780806130309; 080613030X,Atheneum,1985
E 179.5 STE, Anders. Stephanson,Manifest destiny : American expansionism and the empire of right ,9780809015849; 0809015846,Hill and Wang,1995
E 179.5 Stu, Regild C. Stuart,United States expansionism and British North America; 1775-1871 ,9780807817674; 0807817678,U of North Caroli P,1988
E 179.5 TUR, Frederick Jackson Turner,The significance of the Frontier in American history ,0141036710; 9780141036717,Penguin,2008
E 179.5 Tur, F. J. Turner,The significance of the frontier in American history ,9780804460835; 0804460833,Ungar,1963
E 179.5 WOO, Steven E. Woodworth,Manifest destinies : America's westward expansion and the road to the Civil War ,0307277704; 9780307277701,Vintage,2011
E 179.5 Wal, M. Walsh,The American Frontier revisited ,9780333279670; 0333279670,Macmillan,1981
E 179.5 Wes, M. Walsh,Westward expansion ,9780245518799; 0245518797,Harrap,1974
E 179.5 Wro, David M. Wrobel,The end of American exceptiolism : frontier anxiety from the Old West to the New Deal ,9780700605613; 0700605614,UP of Kansas,1993
E 18 Bol, H. E. Bolton,Wider horizons of American history ,,U of Notre Dame P,1967
E 18 FER, Felipe. Feŕndez-Armesto,The Americas : the history of a hemisphere ,9781842127131; 1842127136,Weidenfeld & Nicolson,2003
E 18 Fos, William Z. Foster,Outline political history of the Americas ,,Intertiol Publishers,1951
E 18 Pro, P. Armillas,The tive period in the history of the New World ,,Instituto Pamericano de Geografia e Historia,1962
E 18 Pro, C. C. Griffin,The tiol period in the history of the New World : an outline and commentary ,,Instituto Pamericano de Geografia e Historia,1961
E 18 Sav, M. Savelle,Empires to tions : Expansion in America; 1713-1824 ,,Minnesota UP,1974
E 18 Win, J. Winsor,rrative and critical history of America ,,Houghton Mifflin,1884
E 18 Win, J. Winsor,rrative and critical history of America ,,Houghton Mifflin,1886
E 18 Win, J. Winsor,rrative and critical history of America ,,Houghton Mifflin,1887
E 18 Win, J. Winsor,rrative and critical history of America ,,Houghton Mifflin,1888
E 18 Win, J. Winsor,rrative and critical history of America ,,Houghton Mifflin,1889
E 18.7 KUP, J. Winsor,America in European consciousness; 1493-1750 ,9780807821664; 0807821667; 9780807845103; 0807845108,University of North Caroli Press,1995
E 18.75 Mar, David F. Marley,Wars of the Americas : a chronology of armed conflict in the New World; 1492 to the present ,9780874368376; 0874368375,ABC-Clio,1998
E 18.82 Axt, James. Axtell,Beyond 1492 : encounters in colonial North America ,9780195080339; 0195080335,OUP,1992
E 18.82 BRI, James. Axtell,The British Atlantic World; 1500-1800 ,0230202349; 9780230202344; 0230202357; 9780230202351,Palgrave Macmillan,2009
E 18.82 BRI, James. Axtell,The British Atlantic world; 1500-1800 ,9780333963401; 0333963407; 9780333963418; 0333963415,Palgrave Macmillan,2002
E 18.82 CAO, Jorge. Cañizares-Esguerra,Puritan conquistadors : Iberianizing the Atlantic; 1550-1700 ,0804742790; 9780804742795; 0804742804; 9780804742801,Stanford University Press,2006
E 18.82 Col, Jorge. Cañizares-Esguerra,Colonial identity in the Atlantic world; 1500-1800 ,9780691008400; 069100840X,Princeton UP,1987
E 18.82 Del, Denys. Delâge,Bitter feast : Amerindians and Europeans in Northeastern North America 1600-64 ,9780774804516; 0774804513,UBC P,1993
E 18.82 ELL, J. H. (John Huxtable) Elliott,Empires of the Atlantic world : Britain and Spain in America; 1492-1830 ,9780300114317; 0300114311,Yale University Press,2006
E 18.82 Jon, P. A. Jones,Since Columbus : poverty and pluralism in the history of the Americas ,9780435315252; 0435315250,Heinemann,1975
E 18.82 Lan, Lester D. Langley,The Americas in the age of revolution; 1750-1850 ,9780300066135; 0300066139,Yale UP,1996
E 18.82 NEW, Lester D. Langley,New World orders : violence; sanction; and authority in the colonial Americas ,9780812238952; 0812238958,University of Pennsylvania Press,2005
E 18.82 PAD, Lester D. Langley,The Atlantic world : essays on slavery; migration; and imagition ,9780131839151; 0131839152,Pearson/Prentice Hall,2005
E 18.82 PES, Carla Gardi. Pesta,The English Atlantic in an age of revolution; 1640-1661 ,9780674015029; 0674015029,Harvard University Press,2004
E 18.82 PES, Carla Gardi. Pesta,The English Atlantic in an age of revolution; 1640-1661 ,9780674024120; 0674024125,Harvard University Press,2007
E 18.82 Str, Carla Gardi. Pesta,Struggle and Survival in Colonial America ,9780520041103; 0520041100,California UP,1981
E 18.83 DUN, James. Dunkerley,America : the Americas in the world around 1850 (or 'Seeing the elephant' as the theme for an imagiry western) ,9781859847534; 1859847536,Verso,2000
E 180 CAL, Robert A. Calvert,The history of Texas ,0882952552; 9780882952550,Harlan Davidson,2007
E 180 Cha, William Nesbitt Chambers,The Democrats in American politics : a short history of a popular party ,,Van Nostrand-Reinhold,1972
E 180 Con, William Nesbitt Chambers,Congress investigates : a documented history; 1792-1974 ,9780835208116; 0835208117,Bowker,1975
E 180 Con, William Nesbitt Chambers,Congress investigates : a documented history; 1792-1974 ,9780835208123; 0835208125,Bowker,1975
E 180 Con, William Nesbitt Chambers,Congress investigates : a documented history; 1792-1974 ,9780835208130; 0835208133,Bowker,1975
E 180 Con, William Nesbitt Chambers,Congress investigates : a documented history; 1792-1974 ,9780835208147; 0835208141,Bowker,1975
E 180 Con, William Nesbitt Chambers,Congress investigates : a documented history; 1792-1974 ,9780835208161; 0835208168,Bowker,1975
E 180 Fro, R. Frothingham,The rise of the republic of the United States ,,Little,1910
E 180 Hoc, H. C. Hockett,The constitutiol history of the United States ,,Macmillan,1939
E 180 Hol, H. E. Holst,The constitutiol and political history of the United States ,,Callaghan,1881
E 180 Hol, H. E. Holst,The constitutiol and political history of the United States ,,Callaghan,1885
E 180 Hol, H. E. Holst,The constitutiol and political history of the United States ,,Callaghan,1888
E 180 Hol, H. E. Holst,The constitutiol and political history of the United States ,,Callaghan,1889
E 180 Hol, H. E. Holst,The constitutiol and political history of the United States ,,Callaghan,1892
E 180 How, M. A. De Wolfe 1864-1960. (Mark Antony De Wolfe) Howe,The garden and the wilderness : religion and government in American constitutiol history ,,U of Chicago P,1965
E 180 McL, Andrew C. 1861-1947. (Andrew Cunningham) McLaughlin,A constitutiol history of the United States ,,Appleton,1935
E 180 Qua, Andrew C. 1861-1947. (Andrew Cunningham) McLaughlin,Quarrels that have shaped the constitution ,9780061320842; 0061320846,Harper & Row,1988
E 180 Tho, Francis Newton Thorpe,A constitutiol history of the American people; 1776-1850 ,,Harper,1898
