CallNumber,Author,Title,ISBN,PubName,PubYear
E 101 ABU, David. Abulafia,The discovery of mankind : Atlantic encounters in the age of Columbus ,0300125828; 9780300125825,Yale University Press,2008
E 101 Des, Jean. Descola,Les conquistadors ,9782253023869; 2253023868,Fayard,1954
E 101 Fir, Jean. Descola,First Images of America : the Impact of the New World on the Old ,9780520030107; 0520030109,U of California P,1976
E 101 Fir, Jean. Descola,First images of America : the impact of the New World on the Old ,9780520030107; 0520030109,U of California P,1976
E 101 GRE, Stephen Greenblatt,Marvelous possessions : the wonder of the New World ,9780198123828; 0198123825; 9780198122661; 0198122667,Clarendon Press,1991
E 101 Mee, Stephen Greenblatt,The meeting of two worlds : Europe and the Americas 1492-1650 ,9780197261347; 0197261345,OUP for the Academy,1993
E 101 Mor, Samuel Eliot Morison,The European discovery of America : the northern voyages; A.D. 500-1600 ,,OUP,1971
E 101 Mor, Samuel Eliot Morison,The great explorers : the European discovery of America ,9780195023145; 0195023145,OUP,1978
E 101 Nor, Samuel Eliot Morison,The Northmen; Columbus and Cabot; 985-1503.,,Barnes,1959
E 101 OSU, Dan. O'Sullivan,The age of discovery; 1400-1550 ,9780582353725; 0582353726,Longman,1984
E 101 Ole, T. J. Oleson,Early voyages and northern approaches; 1000-1632 ,,Oxford UP,1964
E 101 Qui, David B. Quinn,North America from earliest discovery to first settlements : the Norse voyages to 1612 ,9780060134587; 0060134585,Harper & Row,1977
E 101 Qui, David B. Quinn,North American discovery; circa 1000-1612 ,9780061392443; 0061392448,Harper & Row,1971
E 101 Rac, David B. Quinn,Race; discourse and the origin of the Americas : a new world view ,9781560985075; 1560985070,Smithsonian Institute P,1995
E 101 TUR, Frederick W. Turner,Beyond geography : the western spirit against the wilderness ,0813519098; 9780813519098,Rutgers University Press,1992
E 101 Tur, Frederick W. Turner,Beyond geography : the western spirit against the wilderness ,9780670160983; 0670160989,Viking P,1980
E 103 Fel, Barry. Fell,America B.C. : ancient settlers in the New World ,9780704503274; 0704503271,Wildwood House,1978
E 103 MAN, Charles C. Mann,1491 : the Americas before Columbus ,9781862078765; 1862078769,Granta,2006
E 105 Mow, F. Mowat,Westviking : the ancient Norse in Greenland and North America ,,Little Brown & Co,1965
E 109 Wel, Richard. Deacon,Madoc and the discovery of America : some new light on an old controveersy ,,Muller,1966
E 109 Wel, O. A. A. A. Fadipe-Ogundugba,Madoc : the making of a myth ,9780413394507; 0413394506,Eyre Methuen,1979
E 109.A35 Van, Ivan. Van Sertima,They came before Columbus : the African presence in ancient America ,9780394402451; 0394402456,Random,1977
E 110 OGO, Edmundo. O'Gorman,The invention of America : an inquiry into the historical ture of the New World and the meaning of its history ,9780837164700; 0837164702,Greenwood P,1972
E 110 STA, David E. Stanrd,American holocaust : the conquest of the New World ,9780195075816; 0195075811; 9780195085570; 0195085574,Oxford University press,1992
E 110 See, David E. Stanrd,Seeds of change : a quincentennial commemoration ,9781560980360; 1560980362,Smithsonian Institution P,1991
E 111 Duf, C. Duff,The truth about Columbus and the discovery of America ,,Jarrolds,1957
E 111 Fer, Felipe. Feŕndez-Armesto,Columbus ,9780192852601; 0192852604,OUP,1991
E 111 Irv, Washington Irving,The life and voyages of Christopher Columbus ,,Nelson,1897
E 111 Mor, Samuel Eliot Morison,Admiral of the Ocean Sea : a Life of Christopher Columbus ,,Little Brown,1942
E 111 Mor, Samuel Eliot Morison,Christopher Columbus; mariner ,,Faber,1956
E 111 PHI, William D. Phillips,Worlds of Christopher Columbus ,9780521446525; 052144652X,Cambridge University Press,1993
E 111 Sal, Kirkpatrick. Sale,Conquest of paradise : Christopher Columbus and the Columbian legacy ,9780340533833; 0340533838,Hodder and Stoughton,1990
E 111 Wil, John Noble. Wilford,The mysterious history of Columbus : an exploration of the man; the myth; the legacy ,9780679404767; 0679404767,Knopf,1991
E 111 You, F. Young,Christopher Columbus and the new world of his discovery ,,Richards,1911
E 112 Bus, Claudia L. Bushman,America discovers Columbus : how an Italian explorer became an American hero ,9780874515763; 0874515769,UP of New England,1992
E 118 Col, Christopher. Columbus,The "diario" of Christopher Columbus's first voyage to America 1492-1493 ,9780806123844; 0806123842,U of Oklahoma P,1989
E 118 Col, Christopher. Columbus,The four voyages of Christopher Columbus : being his own log-book; letters and dispatches with connecting rrative drawn from the Life of the Admiral by his son Herndo Colon and other contemporary historians ,,Penguin,1969
E 118 Col, Christopher. Columbus,The jourl ,,Hakluyt Society,1960
E 118 Jan, L. C. Jane,Select documents illustrating the four voyages of Columbus.. ,,Hakluyt Society,1930
E 118 Jan, L. C. Jane,Select documents illustrating the four voyages of Columbus.. ,,Hakluyt Society,1933
E 118 SYM, Geoffrey. Symcox,Christopher Columbus and the enterprise of the Indies : a brief history with documents ,9781403968074; 1403968071,Palgrave Macmillan,2005
E 121 BRE, J. B. Brebner,The Explorers of North America; 1492-1806 ,,Black,1964
E 121 BRE, Christopher. Columbus,The four voyages of Christopher Columbus ,9780140442175; 0140442170,Penguin,1969
E 121 Hem, John Hemming,The search for El Dorado ,9780718117542; 0718117549,Michael Joseph,1978
E 121 Lor, S. Lorant,The New World : the first pictures of America...with contemporary rratives of the Huguenot settlement in Florida; 1562-1565; and the Virginia colony; 1585-1590 ,,Duell,1946
E 121 Mor, Samuel Eliot Morison,The European discovery of America : the southern voyages; A.D.1492-1616 ,,OUP,1974
E 121 Par, J. H. 1914- (John Horace) Parry,The discovery of South America ,9780236176755; 0236176757,Elek,1979
E 121 Sau, C. O. Sauer,Sixteenth century North America : the land and the people as seen by the Europeans ,9780520018549; 0520018540,U of California P,1971
E 121 See, Patricia. Seed,Ceremonies of possession in Europe's conquest of the New World; 1492-1640 ,9780521497572; 0521497574,CUP,1996
E 123 Dav, Miles H. Davidson,Columbus then and now : a life reexamined ,9780806129341; 0806129344,U of Oklahoma P,1997
E 123 Ger, Antonello. Gerbi,ture in the New World : from Christopher Colombus to Gonzalo Ferndez de Oviedo ,9780822935162; 0822935163,U of Pittsburgh P,1986
E 123 Gib, Charles Gibson,Spain in America ,,Harper,1966
E 123 Kir, F. A. Kirkpatrick,The Spanish conquistadores ,,Black,1946
E 123 LIV, Massimo. Livi Bacci,Conquest : the destruction of the American Indios ,0745640001; 9780745640006; 074564001X; 9780745640013,Polity,2008
E 123 MAC, Colin M. MacLachlan,Spain's empire in the New World : the role of ideas in institutiol and social change ,9780520074101; 0520074106,University of California Press,1991, ©1988
E 123 Mac, Lyle N. McAlister,Spain and Portugal and the New World; 1492-1700 ,9780196480466; 0196480469,OUP,1984
E 123 Spa, Lyle N. McAlister,Spanish explorers in the southern United States; 1528-1543.,,Barnes,1959
E 123 TOD, Tzvetan Todorov,The conquest of America : the question of the other ,9780060151805; 0060151803,Harper & Row,1984
E 123 TOD, Tzvetan Todorov,The conquest of America : the question of the other ,9780061320958; 0061320951,Harper Perennial,1992
E 123 TOD, Tzvetan Todorov,The conquest of America : the question of the other ,9780806131375; 0806131373,University of Oklahoma Press,1999
E 125 Las, Arthur Helps,The life of Las Casas ,,Bell,1896
E 125 Sot, R. B. 1852-1936. (Robert Bontine) Cunninghame Graham,Herndo de Soto : together with an account of one of his captains; Goncalo Silvestre ,,Heinemann,1903
E 125.C4 FRI, R. B. 1852-1936. (Robert Bontine) Cunninghame Graham,Bartolomé de Las Casas in history: toward an understanding of the man and his work ,9780875809878; 0875809871,Cornell University Press,2008
E 125.N9 LON, Haniel Long,The marvellous adventure of Cabeza de Vaca : also; Malinche ,9780285647091; 0285647091,Souvenir Press,1972
E 125.S7 Her, Haniel Long,The Herndo de Soto expedition : history; historiography and "discovery" in the Southeast ,9780803221574; 0803221576,U of Nebraska P,1997
E 127 Bur, H. S. Burrage,Early English and French voyages; chiefly from Hakluyt; 1534-1608 ,,Barnes,1959
E 127 FIT, Andrew. Fitzmaurice,Humanism and America : an intellectual history of English colonisation; 1500-1625 ,9780521822251; 0521822254; 9780521036184; 0521036186,Cambridge University Press,2003
E 127 Fos, Michael. Foss,Undreamed shores : England's wasted empire in America ,9780245519826; 0245519823,Harrap,1974
E 127 McC, F. T. McCann,English discovery of America to 1585 ,,King's Crown P,1952
E 127 Qui, David B. Quinn,England and the discovery of America; 1481-1620 : from the Bristol voyages of the fifteenth century to the Pilgrim settlement at Plymouth : the exploration; exploitation; and trial-and-error colonization of North America by the English ,,Knopf,1973
E 127 WRI, David B. Quinn,The Elizabethans' America : a collection of early reports by Englishmen on the New World ,,Arnold,1965
E 127 WRI, David B. Quinn,The Elizabethans' America : a collection of early reports by Englishmen on the New World ,,Harvard University Press,1966
E 129 Hud, Llewelyn. Powys,Henry Hudson ,,John Lane,1927
E 129.R2 RAL, Walter Raleigh,The discoverie of the large; rich; and bewtiful Empyre of Guia ,1849022356; 9781849022354,Benediction Books,2010
E 129.R2 SIR, Walter Raleigh,Sir Walter Ralegh's Discoverie of Guia ,9780904180879; 0904180875,Hakluyt Society,2006
E 131 Bou, Philip P. Boucher,Les nouvelles Frances : France in America; 1500 to 1815 : an imperial perspective ,9780916617325; 0916617327,John Carter Brown Library,1989
E 137 MAC, Brendan McConville,These daring disturbers of the public peace : the struggle for property and power in early New Jersey ,9780812218596; 0812218590,University of Pennsylvania Press,2003
E 141 DRI, Felix. Driver,Hidden histories of exploration : researching the RGS-IBG Collections ,1905846304; 9781905846306,Royal Holloway University of London in association with the Royal Geographical Society (with IBG),2009
E 141 Fra, Wayne. Franklin,Discoverers; explorers; settlers : the diligent writers of early America ,9780226260716; 0226260712; 9780226260723; 0226260720,University of Chicago Press,1979
E 141 New, Wayne. Franklin,New World encounters ,9780520080201; 0520080203; 9780520080218; 0520080211,U of California P,1993
E 141 Rab, José Rabasa,Inventing America : Spanish historiography and the formation of Eurocentrism ,9780806125398; 080612539X,U of Oklahoma P,1993
E 15 Fox, E. W. Fox,Atlas of American history ,,OUP,1964
E 152 Mer, James H. 1953- (James Hart) Merrell,Into the American woods : negotiators on the Pennsylvania frontier ,9780393046762; 0393046761,Norton,1999
E 155 Kan, J. N. Kane,Nickmes and Sobriquets of U.S. Cities; States and Counties ,9780810812550; 081081255X,Scarecrow P,1979
E 155 STE, George R. Stewart,American place-mes : a concise and selective dictiory for the continental United States of America ,,Oxford University Press,1970
E 155 STE, George R. Stewart,mes on the land : a historical account of place-ming in the United States ,,Random House,1945
E 155 Wes, E. B. Wesley,Historical atlas of the United States ,,Philip,1956
E 156 Arn, Alan Arnold,How to visit America and enjoy it ,,Putm,1964
E 156 Loo, Alan Arnold,Look at the U.S.A..,,Houghton Mifflin,1955
E 157 Ame, Alan Arnold,The American Heritage book of great historic places.,,American Heritage,1957
E 158 Bae, Karl. Baedeker,The United States; with an excursion into Mexico : a handbook for travellers; 1893 ,,Da Capo,1971
E 158 t,undefined tiol Geographic Society (U.S.).,America's wonderlands : the scenic tiol parks and monuments of the United States.,,The Society,1959
E 159 BOR,undefined tiol Geographic Society (U.S.).,Born in the U.S.A. : birth; commemoration; and American public memory ,1558499385; 9781558499386; 1558499377; 9781558499379,University of Massachusetts Press,2012
E 159 Boi, Albert. Boime,The unveiling of the tiol icons : a plea for patriotic iconoclasm in a tiolist era ,9780521570671; 0521570670,CUP,1998
E 159 INT, Albert. Boime,Interpreting historic house museums ,0759102503; 9780759102507; 0759102511; 9780759102514,AltaMira,2002
E 159 LOE, James W. Loewen,Lies across America : what our historic sites get wrong ,074329629X; 9780743296298,Simon & Schuster,2000
E 159 Lev, Sanford Levinson,Written in stone : public monuments in changing societies ,9780822322207; 082232220X,Duke UP,1998
E 159 PUS, Jennifer Pustz,Voices from the back stairs : interpreting servants' lives at historic house museums ,0875806228; 9780875806228,Northern Illinois University Press,2010
E 159 Rec, Jennifer Pustz,Reclaiming the past : landmarks of women's history ,9780253338426; 0253338425,India UP,1992
E 159 Sar, F. B. Sarles,Colonials and patriots : historic places commemorating our forebears 1700-1783 ,,US Department of the Interior tiol Park Service,1964
E 159 Uni,undefined United States. tiol Park Service.,Founders and frontiersmen : historic places commemorating early tionhood and the westward movement; 1783-1828.,,USGPO,1968
E 16 Arm, P. Armillas,Program of the history of American Indians ,,Pan American Union,1958
E 16 Arm, P. Armillas,Program of the history of American Indians ,,Pan American Union,1960
E 16 Han, Lewis. Hanke,Do the Americans have a common history? A critique of the Bolton theory ,,Knopf,1964
E 16 Hoc, H. C. Hockett,The critical method in historical research and writing ,,Macmillan,1955
E 16 Kra, M. Kraus,A history of American history ,,Farrar,1937
E 16 San, J. B. Sanders,Historical interpretations and American historianship ,,Antioch P,1966
E 160 BOO, Daniel J. 1914-2004. (Daniel Joseph) Boorstin,An American primer ,,University of Chicago P,1966
E 160 BOO, Daniel J. 1914-2004. (Daniel Joseph) Boorstin,An American primer ,9780452009226; 0452009227,New American Library,1985
E 160 Bla, Nelson Manfred Blake,A history of American life and thought ,,McGraw-Hill,1963
E 160 Boo, Daniel J. 1914-2004. (Daniel Joseph) Boorstin,America and the Image of Europe : Reflections on American Thought ,,Meridian Books,1960
E 160 Boo, Daniel J. 1914-2004. (Daniel Joseph) Boorstin,An American primer ,,U of Chicago P,1966
E 160 Boy, M. Boyd,American civilization : an introduction to the social sciences ,,Allyn and Bacon,1964
E 160 Boy, W. K. Boyd,American studies in honor of William Kenneth Boyd ,,Duke UP,1940
E 160 Car, Gerald Carson,The polite Americans : 300 years of more or less good behaviour ,,Macmillan,1967
E 160 Cha, Joan M. 1930- (Joan Mary) Chandler,Life; liberty and the pursuit of happiness : a social history of the United States of America in documents ,,OUP,1971
E 160 Coy, D. C. Coyle,Breakthrough to the Great Society ,,Ocea Publications,1965
E 160 Fri, L. J. Friedman,Inventors of the Promised Land ,9780394472638; 0394472632,Knopf,1975
E 160 Fur, J. C. Furs,The Americans : a social history of the United States 1587-1914 ,,Longman,1970
E 160 Kou, J. A. Kouwenhoven,The beer can by the highway : essays on what's "American" about America ,,Doubleday,1961
E 160 Nev, Allan Nevins,America through British eyes ,,OUP,1948
E 160 New,undefined Newberry Library Conference on Quantitative and Social Science Approaches in Early American History Chicago) (1977 :,The Newberry papers in family and community history : thirteen papers presented at the conference.,,Newberry Library,1977
E 160 Nye, Russel B. 1913- (Russel Blaine) Nye,This almost chosen people : essays in the history of American ideas ,,Michigan State UP,1966
E 160 Odo, P. O'Donovan,The United States ,,Time Incorporated,1965
E 160 PIO, P. O'Donovan,American reformers; 1870-1920 : progressives in word and deed ,9780742527621; 074252762X; 9780742527638; 0742527638,Rowman & Littlefield Publishers,2006
E 160 Par, H. B. Parkes,The American people : their civilization and character ,,Eyre,1949
E 160 Rap, S. Rapport,America remembers : our best-loved customs and traditions ,,Hanover House,1956
E 160 Sav, M. Savelle,Seeds of liberty : the genesis of the American mind ,,U of Washington P,1965
E 160 Sch, Arthur M. 1888-1965. (Arthur Meier) Schlesinger,The American as reformer ,,Harvard UP,1950
E 160 Sel, G. V. Seldes,The stammering century ,,Harper,1965
E 160 Tuc, H. T. Tuckerman,America and her commentators; with a critical sketch of travel in the United States ,,Antiquarian P,1961
E 160 Tyl, A. F. Tyler,Freedom's ferment : phases of American social history from the colonial period to the outbreak of the Civil War ,9780061310744; 0061310743,Harper,1962
E 160 Wec, Dixon Wecter,The saga of American society : a record of social aspiration; 1607-1937 ,,Scribner's,1937
E 160 Wel, H. G. 1866-1946. (Herbert George) Wells,The future in America : a search after realities ,,Chapman,1906
E 161 All, Walter Ernest Allen,The urgent west : an introduction to the idea of the United States ,,Baker,1969
E 161 Ame, Walter Ernest Allen,America's taste 1851-1959 : the cultural events of a century reported by contemporary observers in the pages of the New York Times ,,Simon and Schuster,1959
E 161 Amo, C. Amory,Who killed society? ,,Harper,1960
E 161 Ari, Y. Arieli,Individualism and tiolism in American ideology ,,Harvard UP,1964
E 161 Bar, Loren Baritz,City on a hill : a history of ideas and myths in America ,,Wiley,1964
E 161 Bar, J. G. 1860-1920. (John George) Bartholomew,A literary and historical atlas of America ,,Dent,1946
E 161 Bas, Sam S. Baskett,The American identity : a college reader ,,Heath,1962
E 161 Bec, Carl Lotus Becker,Freedom and responsibility in the American way of life ,,Random House,1955
E 161 Blu, John Morton Blum,The promise of America : an historical enquiry ,,Houghton Mifflin,1966
E 161 Bon, M. J. Bonn,The American adventure : a study of bourgeois civilisation ,,John Day,1934
E 161 Boo, Daniel J. 1914-2004. (Daniel Joseph) Boorstin,The genius of American politics ,,U of Chicago P,1958
E 161 Bro, D. W. 1900-1974. (Denis William) Brogan,American themes ,,Hamilton,1948
E 161 Bro, D. W. 1900-1974. (Denis William) Brogan,The American character ,,Viking Books,1956
E 161 Bro, D. W. 1900-1974. (Denis William) Brogan,The American problem ,,Hamilton,1944
E 161 Bur, Edward Mcll Burns,The American Idea of Mission : Concepts of tiol Purpose and Destiny ,,Rutgers UP,1957
E 161 Cau, John Walton Caughey,Their majesties the mob ,,U of Chicago P,1960
E 161 Cha, R. V. Chase,The democratic vista : a dialogue on life and letters in contemporary America ,,Doubleday,1958
E 161 Che, E. W. Chester,Europe views America : a critical evaluation ,,Public Affairs P,1962
E 161 Coh, Morris R. 1880-1947. (Morris Raphael) Cohen,American thought : a critical sketch ,,Collier Books,1962
E 161 Com, Henry Steele Commager,Living ideas in America ,,Harper,1951
E 161 Cul, Jim Cullen,The art of democracy : a concise history of popular culture in the United States ,9780853459200; 0853459207,Monthly Review P,1996
E 161 Cur, Merle 1897-1996. (Merle Eugene) Curti,The growth of American thought ,9780878558797; 0878558799,Transaction Books,1982
E 161 Dul, Foster Rhea Dulles,A history of recreation : America learns to play ,,Appleton-Century-Crofts,1965
E 161 Dul, Foster Rhea Dulles,America learns to play : a history of popular recreation; 1607-1940 ,,Peter Smith,1963
E 161 ELL, Jack David Eller,Inventing American tradition : from the Mayflower to Cinco de Mayo ,9781780239866; 1780239866,Reaktion Books,2018
E 161 Eki, Arthur Alphonse Ekirch,The decline of American liberalism ,,Longmans,1955
E 161 Fra, F. Waldo,Our America ,,Boni and Liveright,1919
E 161 Gab, Ralph Henry Gabriel,The Pageant of America : a Pictorial History of the United States ,,Yale UP,1925
E 161 Gab, Ralph Henry Gabriel,The Pageant of America : a Pictorial History of the United States ,,Yale UP,1926
E 161 Gab, Ralph Henry Gabriel,The Pageant of America : a Pictorial History of the United States ,,Yale UP,1927
E 161 Gab, Ralph Henry Gabriel,The Pageant of America : a Pictorial History of the United States ,,Yale UP,1928
E 161 Gab, Ralph Henry Gabriel,The Pageant of America : a Pictorial History of the United States ,,Yale UP,1929
E 161 Gab, Ralph Henry Gabriel,The course of American democratic thought ,,Rold Press,1956
E 161 Gil, N. P. Gilman,Socialism and the American spirit ,,Houghton Mifflin,1893
E 161 Gri, C. S. Griffin,Their brothers' keepers : moral stewardship in the United States; 1800-1865 ,,Rutgers UP,1960
E 161 Gur, L. Gurko,Crisis of the American mind ,,Rider,1956
E 161 Han, Oscar Handlin,The dimensions of liberty ,,Harvard UP,1961
E 161 Han, Oscar Handlin,This was America ,,Harvard UP,1949
E 161 Jon, Howard Mumford. Jones,America and French culture; 1750-1848 ,,U of Caroli P,1927
E 161 Jon, Howard Mumford. Jones,O strange new world : American culture : the formative years ,,Viking,1964
E 161 Jon, Howard Mumford. Jones,The pursuit of happiness ,,Harvard UP,1953
E 161 Kal, H. M. Kallen,Cultural pluralism and the American idea : an essay in social philosophy ,,U of Pennsylvania P,1956
E 161 Koh, Hans Kohn,American tiolism : an interpretative essay ,,Collier Books,1961
E 161 MAR, Leo Marx,The machine in the garden : technology and the pastoral ideal in America ,9780195007381; 0195007387,Oxford University Press,1967
E 161 MAR, Leo Marx,The machine in the garden : technology and the pastoral ideal in America ,9780195133509; 0195133501; 9780195133516; 019513351X,Oxford University Press,2000
E 161 MAT, Leo Marx,Material culture : a research guide ,9780700602759; 0700602755,UnivPof Kansas,1985
E 161 MIL, Perry. Miller,Errand into the wilderness ,0674261550; 9780674261556,Belkp Press,1984
E 161 MIL, Perry. Miller,The life of the mind in America : from the Revolution to the Civil War ,9780156519908; 0156519909,Harcourt,1965
E 161 Mer, Frederick Merk,Manifest destiny and mission in American history : a reinterpretation ,,Knopf,1963
E 161 Mil, Perry Miller,ture's tion ,9780674605503; 0674605500,Belkp P,1967
E 161 Mos, Richard David Mosier,The American temper : patterns of our intellectual heritage ,,U of California P,1952
E 161 Mum, Lewis Mumford,The golden day : a study in American experience and culture ,,Boni,1926
E 161 Nie, Reinhold Niebuhr,The irony of American history ,,Nisbet,1952
E 161 Par, H. B. Parkes,The American experience : an interpretation of the history and civilization of the American people ,,Vintage Books,1959
E 161 Pau, R. E. Paulson,Radicalism and reform : the Vrooman family and American social thought; 1837-1937 ,,U of Kentucky P,1968
E 161 Per, R. B. Perry,Puritanism and democracy ,,Vanguard P,1944
E 161 Pri, R. Price,Johnny Appleseed : man and myth ,,Smith,1967
E 161 San, George Santaya,Santaya on America : essays; notes and letters on American life; literature and philosophy ,,Harcourt,1968
E 161 Sch, Arthur M. Schlesinger,Paths of American thought ,,Chatto,1942 et
E 161 Shi, David S. Shields,Civil tongues and polite letters in British America ,9780807823514; 0807823511,U of North Caroli P,1997
E 161 Sim, A. M. Simons,Social forces in American history ,,The Book League of America,1929
E 161 Ste, H. E. Stearns,America : a re-appraisal ,,Hillman Curl,1937
E 161 Str, C. Strout,Intellectual history in America ,,Harper,1968
E 161 Str, C. Strout,The American image of the old world ,,Harper,1963
E 161 Tuv, E. L. Tuveson,Redeemer tion : the idea of America's millennial role ,,U of Chicago P,1968
E 161 Wel, Dennis. Welland,The United States : a companion to American studies ,9780416415001; 0416415008,Methuen,1987
E 161 Wil, C. M. Wiltse,The Jeffersonian tradition in American democracy ,,Hill & Wang,1960
E 161 Win, R. W. Winks,The myth of the American frontier : its relevance to America; Cada and Australia ,9780718511104; 0718511107,Leicester UP,1971
E 161 Wis, H. Wish,Society and thought in America ,,McKay,1950
E 161 Wis, H. Wish,Society and thought in America ,,McKay,1962
E 161.12 SCH, Bruce J. Schulman,The seventies : the great shift in American culture; society; and politics ,030681126X; 9780306811265,Da Capo,2002
E 161.5 SHA, Marguerite S. Shaffer,See America first : tourism and tiol identity; 1880-1940 ,9781560989530; 156098953X; 9781560989769; 1560989769,Smithsonian Institution,2001
E 161.5 Wit, Marguerite S. Shaffer,With women's eyes : visitors to the New World 1775-1918 ,9780208023711; 0208023712,Archon,1993
E 162 Ada, James Truslow Adams,Provincial society; 1690-1763 ,,Macmillan,1927
E 162 Atl, James Truslow Adams,Atlantic American societies : from Columbus through abolition 1492-1888 ,9780415080736; 0415080738,Routledge,1992
E 162 BRI, Carl. Bridenbaugh,Cities in the wilderness : the first century of urban life in America 1625-1742 ,,Knopf,1960
E 162 Bak, John Bakeless,The eyes of discovery : the pageant of North America as seen by the first explorers ,,Dover,1961
E 162 Bar, Richard A. Bartlett,The new country : a social history of the American frontier; 1776-1890 ,,OUP,1974
E 162 Boo, Daniel J. 1914-2004. (Daniel Joseph) Boorstin,The Americans : the colonial experience ,,Random House,1958 et
E 162 Bur, A. Burby,Travels through the middle settlements in North-America in the years 1759 and 1760; with observations upon the state of the colonies ,,Cornell UP,1960
E 162 DEL, James Delbourgo,A most amazing scene of wonders : electricity and enlightenment in early America ,9780674022997; 0674022998,Harvard University Press,2006
E 162 DEM, John. Demos,Circles and lines : the shape of life in early America ,9780674013247; 0674013247,Harvard University Press,2004
E 162 DON, Kathleen Donegan,Seasons of misery : catastrophe and colonial settlement in early America ,0812245407; 9780812245400,University of Pennsylvania Press,2014
E 162 Dan, J. Danckaerts,Jourl; 1679-1680 ,,Barnes,1959
E 162 Div, J. Danckaerts,Diversity and unity in early North America ,9780415087995; 0415087996,Routledge,1993
E 162 Dun, Seymour Dunbar,A history of travel in America ,,Tudor,1937
E 162 Egg, E. Eggleston,The transit of civilization from England to America in the seventeenth century ,,Beacon Press,1959
E 162 Fis, David Hackett Fischer,Albion's seed : four British folkways in America ,9780195069051; 0195069056,Oxford University Press,1991
E 162 Gra, Anne MacVicar Grant,Memoirs of an American lady; with sketches of manners and scenes in America as they existed previous to the Revolution; with unpublished letters and a memoir of Mrs. Grant by James Grant Wilson ,,Dodd,1903
E 162 Gre, Jack P. 1931- (Jack Phillip) Greene,The intellectual construction of America : exceptiolism and identity from 1492 to 1800 ,9780807820971; 0807820970,U of North Caroli P,1993
E 162 Gum, R. M. Gummere,The American colonial mind and the classical tradition : essays in comparative culture ,,Harvard UP,1963
E 162 Ham, Alexander Hamilton,Gentleman's progress : the Itinerarium of Alexander Hamilton; 1744 ,,U of North Caroli P,1948
E 162 Hof, Richard Hofstadter,America at 1750 : a social portrait ,9780394717951; 0394717953; 9780224007108; 0224007106,Cape,1972 et
E 162 Jeh, Myra. Jehlen,American incartion : the individual; the tion; and the continent ,9780674024267; 0674024265,Harvard UP,1986
E 162 Kal, P. Kalm,The America of 1750 : Peter Kalm's travels in North America ,,Dover,1966
E 162 Kam, Michael G. Kammen,People of Paradox : an Inquiry Concerning the Origins of American Civilization ,9780394719337; 0394719336; 9780394460772; 0394460774,Knopf,1972
E 162 LAN, Ned C. Landsman,From colonials to provincials : American thought and culture; 1680-1760 ,9780801487019; 0801487013,Cornell University Press,2000
E 162 Mat, Joyce Oldham Appleby,Materialism and morality in the American past : themes and sources; 1680-1860 ,,Addison-Wesley,1974
E 162 Mer, N. D. Mereness,Travels in the American Colonies ,,Antiquarian P,1961
E 162 Mul, Richard. Mullen,Birds of passage : five Englishwomen in search of America ,9780715624296; 0715624296,Duckworth,1994
E 162 Of, Richard. Mullen,Of consuming interests : the style of life in the eighteenth century ,9780813914138; 0813914132,UP of Virginia for the Society,1994
E 162 Pah, Jon. Pahl,Paradox lost : free will and political liberty in American culture; 1630-1760 ,9780801843341; 0801843340,Johns Hopkins UP,1992
E 162 Pri, H. I. Priestley,The coming of the white man; 1492-1848 ,,Macmillan,1929
E 162 RAT, Richard Cullen. Rath,How early America sounded ,0801472725; 9780801472725,University Presses Marketing distributor; Cornell University Press,2005
E 162 RAT, Richard Cullen. Rath,How early America sounded ,9780801441264; 0801441269,Cornell University Press,2004
E 162 SAL, Sharon V. (Sharon Vineberg) Salinger,Taverns and drinking in early America ,9780801878992; 0801878993,Johns Hopkins UP,2004
E 162 Sav, H. Savage,Discovering America; 1700-1875 ,9780060137823; 0060137827,Harper,1979
E 162 Smi, James Morton. Smith,Seventeenth-century America : essays in colonial history ,,UP of North Caroli,1959
E 162 Way, James Morton. Smith,The way we lived : essays and documents in American social history ,9780395959602; 0395959608,Houghton Mifflin,2000
E 162 Way, James Morton. Smith,The way we lived : essays and documents in American social history ,9780395959619; 0395959616,Houghton Mifflin,2000
E 162 Wer, Thomas Jefferson Wertenbaker,The Founding of American Civilization : the Middle Colonies ,,Scribner's,1938
E 162 Wer, Thomas Jefferson Wertenbaker,The first Americans 1607-1690 ,,Macmillan,1927
E 162 Wer, Thomas Jefferson Wertenbaker,The golden age of colonial culture ,,Great Seal Books,1959
E 162 Wri, Louis B. 1899-1984. (Louis Booker) Wright,Culture on the moving frontier ,,Harper,1961
E 162 Wri, Louis B. 1899-1984. (Louis Booker) Wright,The Atlantic frontier : colonial American civilization 1607-1763 ,,Cornell UP,1959
E 162 Wri, Louis B. 1899-1984. (Louis Booker) Wright,The colonial civilisation of North America 1607-1763 ,,Eyre,1949
E 162 Wri, Louis B. 1899-1984. (Louis Booker) Wright,The cultural life of the American colonies; 1607-1763 ,,Harper,1957
E 163 App, Joyce Oldham Appleby,Liberalism and republicanism in the historical imagition ,9780674530133; 0674530136,Harvard UP,1992
E 163 Ber, John F. Berens,Providence and patriotism in early America; 1640-1815 ,9780813907796; 0813907799,UP of Virginia,1978
E 163 Bre, Mitchell Robert. Breitwieser,Cotton Mather and Benjamin Franklin : the price of representative persolity ,9780521267687; 0521267684,CUP,1984
