CallNumber,Author,Title,ISBN,PubName,PubYear,CB
JA 000 Pol, Dorothy Maud. Pickles,Political science : an introduction ,9780136815600; 013681560X,Prentice-Hall,1991,no
JA 000 Pol, Dorothy Maud. Pickles,Politics : an introduction ,9780415110747; 0415110742,Routledge,1997,no
JA 000 Pol, Dorothy Maud. Pickles,Politics at the edge : the PSA yearbook 1999 ,9780333779033; 0333779037; 9780333915622; 0333915623,Macmillan,2000,no
JA 000 Pon, Geoffrey. Ponton,Introduction to politics ,9780631187844; 0631187847,Blackwell,1993,no
JA 000 RAN, Austin. Ranney,Governing : a brief introduction to political science.,9780030853104; 0030853109,Holt Rinehart and Winston,1971,no
JA 000 Rap, D. D. 1916-2015. (David Daiches) Raphael,Political Theory and the Rights of Man ,,Macmillan,1967,no
JA 000 Ric, David M. Ricci,The tragedy of political science ,9780300030884; 0300030886,Yale UP,1984,no
JA 000 SEL, Martin. Seliger,Ideology and politics ,9780043201091; 0043201091; 9780043201107; 0043201105,Allen & Unwin,1976,no
JA 000 SHI, W. Phillips Shively,Power and choice : an introduction to political science ,9780073278902; 0073278904,McGraw Hill Higher Education,2006,no
JA 000 See, J. R. Seeley,Introduction to political science : two series of lectures ,,Macmillan,1896,no
JA 000 She, Kenneth A. Shepsle,Analyzing politics : rationality; behavior; and institutions ,9780393971071; 0393971074,WW Norton,1997,no
JA 000 Ste, T. H. Stevenson,Politics and government ,,Littlefield,1973,no
JA 000 THE, T. H. Stevenson,Theory and methods in political science ,9780230576261; 0230576265; 9780230576278; 0230576273,Palgrave Macmillan,2010,no
JA 000 Tan, Stephen D. Tansey,Politics : the basics ,9780415191982; 041519198X,Routledge,2000,no
JA 000 Til, P. Tillett,The political vocation ,,Basic Books,1965,no
JA 000 Ung, Roberto Mangabeira. Unger,Knowledge and politics ,9780029328408; 0029328403,Free P,1975,no
JA 000 VOE, Eric Voegelin,The new science of politics : an introduction.,,University of Chicago Press,1952,no
JA 000 WEL, T. D. (Thomas Dewar) Weldon,The vocabulary of politics : an enquiry into the use and abuse of language in the making of political theories. ,,Johnson Reprint Co,1970,no
JA 000 WHA, T. D. (Thomas Dewar) Weldon,What is politics : the activity and its study ,9780745630557; 0745630553; 9780745630564; 0745630561,Polity,2004,no
JA 10 Arg, T. D. (Thomas Dewar) Weldon,Argument-reprint; 1-17.,9783920037059; 3920037057,Argument,1974,no
JA 10 POL, T. D. (Thomas Dewar) Weldon,International encyclopedia of political science.,1412959632; 9781412959636,SAGE,2011,no
JA 10 Pol, W. A. Robson,The Political Quarterly in the thirties ,,Allen Lane,1971,no
JA 100 ALM, Gabriel A. 1911-2002. (Gabriel Abraham) Almond,A discipline divided : schools and sects in political science ,9780803933019; 0803933010; 9780803933026; 0803933029,Sage Publications,1990,no
JA 100 AME,undefined American Political Science Association. Committee for the Advancement of Teaching.,Goals for political science.,,Sloane,1951,no
JA 100 Bar, J. Barents,Political science in Western Europe : a trend report ,,Stevens,1961,no
JA 100 Bea, Frank. Bealey,Elements in political science ,9780748611973; 0748611975,Edinburgh UP,1999,no
JA 100 Com, Frank. Bealey,Comparative European politics : the story of a profession ,9781855673991; 1855673991,Pinter,1997,no
JA 100 Cri, Bernard Crick,The American science of politics : its origins and conditions ,,Routledge,1959,no
JA 100 EAS, David Easton,The political system : an inquiry into the state of political science.,,Knopf,1953,no
JA 100 Eth, Marcus E. Ethridge,The political research experience : readings and analysis ,9780873325189; 0873325184,MESharpe,1990,no
JA 100 HAL, Sandra author. Halperin,Political research : methods and practical skills ,0198702744; 9780198702740,Oxford University Press,2017,no
JA 100 KEL, Paul M. Kellstedt,A Stata companion for the third edition of the Fundamentals of political science research ,1108447961; 9781108447966,Cambridge University Press,2020,no
JA 100 Min, Lewis. Minkin,Exits and entrances : political research as a creative art ,9780863396366; 0863396364,Sheffield Hallam UP,1997,no
JA 100 NEW, Lewis. Minkin,New directions in political science : responding to the challenges of an interdependent world ,0230228488; 9780230228481; 0230228496; 9780230228498,Palgrave Macmillan,2010,no
JA 100 PRO, Lewis. Minkin,Problems and methods in the study of politics ,9780521831741; 0521831741; 9780521539432; 0521539439,Cambridge University Press,2004,no
JA 100 Pol, Lewis. Minkin,Political science : the state of the discipline ,9781878147080; 1878147080,American Political Science Assoc,1993,no
JA 100 SHI, Robbie Shilliam,Decolonizing politics : an introduction ,1509539387; 9781509539383; 1509539395; 9781509539390,Polity Press,2021,no
JA 100 SOM, Albert. Somit,American political science : a profile of a discipline ,,Atherton Press,1964,no
JA 100 Sto, Diane. Stone,Capturing the political imagination : think tanks and the policy process ,9780714642635; 0714642630,Frank Cass,1996,no
JA 100 Sur, Diane. Stone,A survey of research in political science.,,Allied Publishers,1981,no
JA 100 WAR, Diane. Stone,Studying politics abroad : field research in the developing areas ,,Little Brown,1964,no
JA 200 ALK, Hayward R. Alker,Mathematics and politics ,,Collier-Macmillan,1965,no
JA 200 AUS, David. Austen-Smith,Positive political theory I : collective preference ,9780472104802; 0472104802,University of Michigan Press,1999,no
JA 200 BEA, Derek. Beach,Process-tracing methods : foundations and guidelines ,0472071890; 9780472071890; 047205189X; 9780472051892,University of Michegan press,2012,no
JA 200 BEN, Scott Bennett,The quantitative approach in political science : an introduction ,9780889462052; 0889462054,Edwin Mellen,1986,no
JA 200 BLA, Joachim Blatter,Designing case studies : explanatory approaches in small-n research ,9780230249691; 0230249698,Palgrave Macmillan,2012,no
JA 200 Bra, S. J. Brams,Game theory and politics ,9780029045503; 0029045509,Free P,1975,no
JA 200 CAM, S. J. Brams,Cambridge handbook of experimental political science ,0521174554; 9780521174558; 0521192129; 9780521192125,Cambridge University Press,2011,no
JA 200 COL, Paul. Collier,Wars; guns; and votes : democracy in dangerous places ,0061479632; 9780061479632,Harper,2009,no
JA 200 Cha, Leonard. Champney,Introduction to quantitative political science ,9780065010329; 0065010329,HarperCollins College Publishers,1995,no
JA 200 Cio, Claudio. Cioffi-Revilla,Politics and uncertainty : theory; models and applications ,9780521589154; 0521589150,CUP,1998,no
JA 200 Col, D. Collingridge,Critical Decision Making : a New Theory of Social Choice ,9780861872381; 086187238X,Pinter,1982,no
JA 200 Eck, H. Eckstein,Patterns of authority : a structural basis for political inquiry ,9780471230762; 0471230766,Wiley-Interscience,1975,no
JA 200 Eul, Heinz Eulau,Political science ,,Prentice-Hall,1969,no
JA 200 Exp, Heinz Eulau,Experimental foundations of political science ,9780472102730; 0472102737,U of Michigan P,1993,no
JA 200 FOU, Heinz Eulau,Foundation of political science : research; methods; and scope ,9780029106709; 0029106702,Free Press,1977,no
JA 200 FRO, Fred M. Frohock,The nature of political inquiry ,,Dorsey Press,1967,no
JA 200 GAM, Fred M. Frohock,Game theory and political science ,9780814761564; 0814761569,Published for the Center for Applied Economics New York University by New York University Press,1978,no
JA 200 GER, Alan S. author. Gerber,Field experiments : design; analysis; and interpretation ,0393979954; 9780393979954,WW Norton,2012,no
JA 200 Gol, Robert T. Golembiewski,A methodological primer for political scientists ,,Rand McNally,1969,no
JA 200 Gre, Donald P. Green,Pathologies of rational choice theory : a critique of applications in political science ,9780300059144; 0300059140,Yale UP,1994,no
JA 200 HAY, Donald P. Green,The conduct of political inquiry : behavioral political analysis. ,9780131673045; 0131673041,Prentice-Hall,1970,no
JA 200 Har, Russell Hardin,Collective action ,9780801828195; 0801828198,Johns Hopkins UP,1982,no
JA 200 Har, Lisa. Harrison,Political research : an introduction ,9780415226554; 0415226554; 9780415226561; 0415226562,Routledge,2001,no
JA 200 Hec, Gunnar. Heckscher,The study of comparative government and politics ,,Allen & Unwin,1957,no
JA 200 Int, Gunnar. Heckscher,Interpreting the political : new methodologies ,9780415131957; 0415131952,Routledge,1997,no
JA 200 JOH, Janet Buttolph Johnson,Political science research methods ,1608716899; 9781608716890,CQ Press,2012,no
JA 200 JON, E. Terrence 1941- (Endsley Terrence) Jones,Conducting political research ,9780060434281; 0060434287,Harper & Row,1971,no
JA 200 KEL, Paul M. Kellstedt,The fundamentals of political science research ,052187517X; 9780521875172; 0521697883; 9780521697880,Cambridge University Press,2009,no
JA 200 Kum, G. Kumar,Politics; international relations and law : scope; methodology and classification ,,Asia Publishing House,1965,no
JA 200 Lav, Michael Laver,Social choice and public policy ,9780631146933; 0631146938,Blackwell,1986,no
JA 200 MAC, Duncan. MacRae,Issues and parties in legislative voting : methods of statistical analysis.,,Harper & Row,1970,no
JA 200 MCC, Duncan. MacRae,Apolitical politics : a critique of behavioralism. ,,Crowell,1967,no
JA 200 MCC, Herbert. McClosky,Political inquiry : the nature and uses of survey research.,,Macmillan,1969,no
JA 200 MET, Herbert. McClosky,The methodology of comparative research : a symposium from the Center for Comparative Studies in Technological Development and Social Change and the Department of Political Science; University of Minnesota. ,,Free Press,1970,no
JA 200 MOR, Rebecca B. Morton,Methods and models : a guide to the empirical analysis of formal models in political science ,9780521633949; 052163394X; 9780521633000; 0521633001,Cambridge University Press,1999,no
JA 200 MOR, Rebecca B. Morton,Experimental political science and the study of causality : from nature to the lab ,0521199662; 9780521199667; 0521136482; 9780521136488,Cambridge University Press,2010,no
JA 200 Mac, Duncan. MacRae,Policy analysis for public decisions ,9780819148353; 0819148350,UP of America,1985,no
JA 200 Man, Jarol B. Manheim,Empirical political analysis : research methods in political science ,9780582285903; 0582285909,Longman,1986,no
JA 200 Mer, Richard L. 1933- (Richard Lawrence) Merritt,Comparing Nations : the Use of Quantitative Data in Cross-National Research ,,Yale UP,1966,no
JA 200 Mer, Richard L. 1933- (Richard Lawrence) Merritt,Science; politics and international conferences : a functional analysis of the Moscow Political Science Congress ,9781555871345; 1555871348,Rienner,1989,no
JA 200 Met, Richard L. 1933- (Richard Lawrence) Merritt,Methods for political inquiry : the discipline; philosophy and analysis of politics ,9780136755623; 0136755623,Prentice Hall,1999,no
JA 200 Nor, R. C. North,Content analysis : a handbook with applications for the study of international crisis ,,Northwestern UP,1963,no
JA 200 Nur, Hannu. Nurmi,Rational behaviour and the design of institutions : concepts; theories and models ,9781858988047; 1858988047,Edward Elgar,1998,no
JA 200 OXF, Hannu. Nurmi,The Oxford handbook of political methodology ,9780199286546; 019928654X; 9780199585564; 0199585563,Oxford University Press,2008,no
JA 200 Ord, Peter C. Ordeshook,A political theory primer ,9780415902410; 041590241X,Routledge,1992,no
JA 200 Ord, Peter C. Ordeshook,Game theory and political theory : an introduction ,9780521315937; 052131593X,CUP,1986,no
JA 200 PEN, Paul. Pennings,Doing research in political science : an introduction to comparative methods and statistics ,9780761951025; 0761951024; 9780761951032; 0761951032,SAGE,1999,no
JA 200 POL, Philip H. Pollock,An SPSS companion to political analysis ,9781568029962; 1568029969,CQ Press,2005,no
JA 200 POL, Philip H. Pollock,The essentials of political analysis ,1506305830; 9781506305837,SAGE,2016,no
JA 200 PRO, Philip H. Pollock,Process tracing : from metaphor to analytic tool ,1107044529; 9781107044524; 1107686377; 9781107686373,Cambridge University Press,2015,no
JA 200 Pol, Philip H. Pollock,Political analysis : an annual publication... ,9780472102266; 0472102265,U of Michigan P,1991,no
JA 200 RES, Philip H. Pollock,Research methods in politics ,0230019846; 9780230019843; 0230019854; 9780230019850,Palgrave Macmillan,2008,no
JA 200 RIK, William H. Riker,The study of local politics : a manual ,,Random House,1959,no
JA 200 Rae, Douglas W. Rae,Analysis of political cleavages ,,Yale UP,1970,no
JA 200 Rat, Douglas W. Rae,The rational choice controversy : economic models of politics reconsidered ,9780300068214; 0300068212,Yale University Press,1996,no
JA 200 Ric, S. A. Rice,Quantitative methods in politics ,,Russell,1969,no
JA 200 SAV, Heather Savigny,Doing political science and international relations : theories in action ,9780230245860; 0230245862; 9780230245877; 0230245870,Palgrave Macmillan,2011,no
JA 200 SCI, Heather Savigny,Science; technology; and art in international relations ,113866894X; 9781138668942; 1138668974; 9781138668973,Routledge,2019,no
JA 200 SID, Dusan. Sidjanski,Political decision-making processes : studies in national; comparative and international politics ,9780444410894; 0444410899,Elsevier Scientific Pub Company,1973,no
JA 200 STE, John D. Steinbruner,The cybernetic theory of decision : new dimensions of political analysis ,9780691075594; 069107559X,Princeton University Press,1974,no
JA 200 STR, Hugh. Stretton,The political sciences : general principles of selection in social science and history.,9780710061775; 0710061773,Routledge & K Paul,1969,no
JA 200 STR, Donald A. Strickland,A primer of political analysis ,,Markham Pub Company,1968,no
JA 200 Sch, Alexander A. Schuessler,A logic of expressive choice ,9780691006611; 069100661X; 9780691006628; 0691006628,Princeton University Press,2000,no
JA 200 Str, Alexander A. Schuessler,Structure of decision : the cognitive maps of political elites ,9780691100500; 0691100500,Princeton UP,1976,no
JA 200 TAY, Alan D. Taylor,Mathematics and politics : strategy; voting; power; and proof ,0387776435; 9780387776439,Springer,2008,no
JA 200 TAY, Alan D. Taylor,Social choice and the mathematics of manipulation ,9780521008839; 0521008832; 9780521810524; 0521810523,Cambridge University Press,2003,no
JA 200 Tay, Alan D. Taylor,Mathematics and politics : strategy; voting; power and proof ,9780387945002; 0387945008,Springer,1995,no
JA 200 Tul, Gordon. Tullock,Toward a mathematics of politics ,,U of Michigan P,1967,no
JA 200 Van, Stephen. Van Evera,Guide to methods for students of political science ,9780801484575; 080148457X,Cornell University Press,1997,no
JA 200 Ved, Evert. Vedung,Political reasoning ,9780803918153; 0803918151,Sage,1982,no
JA 200 Zuc, Alan S. Zuckerman,Doing political science : an introduction to political analysis ,9780813310039; 0813310032,Westview,1991,no
JA 210 BAR, Brian M. Barry,Sociologists; economists and democracy ,9780029723500; 0029723507; 9780029723609; 0029723604,Collier-Macmillan,1970,no
JA 210 BAR, Brian M. Barry,Sociologists; economists; and democracy ,9780226038247; 0226038246,UnivChicago P,1988,no
JA 400 And, Ewan W. Anderson,An atlas of world political flashpoints : a sourcebook of geopolitical crisis ,9781855670532; 1855670534,Pinter,1993,no
JA 400 BEA, Frank. Bealey,The Blackwell dictionary of political science : a user's guide to its terms ,9780631206941; 0631206949; 9780631206958; 0631206957,Blackwell,1999,no
JA 400 Ber, Roberto Berardi,Dizionario di termini storici politici ed economici moderni ,,Le Monnier,1976,no
JA 400 Bid, Robin Leonard Bidwell,Bidwell's guide to government ministers ,,Cass,1973,no
JA 400 Bla, Robin Leonard Bidwell,The Blackwell encyclopaedia of political institutions ,9780631138419; 0631138412,Blackwell,1987,no
JA 400 Bla, Robin Leonard Bidwell,The Blackwell encyclopaedia of political thought ,9780631140115; 0631140115,Blackwell,1987,no
JA 400 COL, P. H. 1935- (Peter Hodgson) Collin,Dictionary of government and politics ,9780948549892; 0948549890,Peter Collin Publishing,2000,no
JA 400 COO, Chris Cook,Commonwealth political facts ,9780333188279; 0333188276,Macmillan,1979,no
JA 400 Con, Chris Cook,The concise Oxford dictionary of politics ,9780192852885; 0192852884,OUP,1996,no
JA 400 Dic, Chris Cook,Dictionary of modern political ideologies ,9780719018824; 071901882X,Manchester UP,1987,no
JA 400 Enc, F. Elliott,Encyclopaedia of the Labour Movement.,,Caxton Pub Co,1928,no
JA 400 Eva, Graham. Evans,The dictionary of world politics : a reference guide to concepts; ideas and institutions ,9780745012230; 074501223X,Harvester Wheatsheaf,1992,no
JA 400 Fac, Graham. Evans,The Facts on File world political almanac ,9780816026036; 0816026033,Facts on File,1992,no
JA 400 Int, Graham. Evans,International relations dictionary.,,USGPO,1980,no
JA 400 Int,undefined International Institute for Legal and Administrative Terminology.,Amenagement du territoire : francais-allemand; allemand-francais.,,Langenscheidt,1970,no
JA 400 Int,undefined International Political Science Association.,Synthesis report on the I.P.S.A. : 20 years activities 1949-1969.,,The Association,1970,no
JA 400 Joh, Stanley C. 1878- (Stanley Currie) Johnson,The Penguin political atlas ,,Penguin,1940,no
JA 400 Lan, Jan-Erik. Lane,Political data handbook : OECD countries ,9780198280538; 019828053X,OUP,1997,no
JA 400 Laq, Walter Laqueur,A dictionary of politics ,,Pan,1973,no
JA 400 McC, E. J. McCarthy,Dictionary of American politics ,,Collier-Macmillan,1968,no
JA 400 Oxf, E. J. McCarthy,The Oxford companion to politics of the world ,9780195117394; 0195117395,Oxford University Press,2001,no
JA 400 Pet, E. J. McCarthy,Petite encyclopedie politique ,,Editions du Seuil,1969,no
JA 400 ROU, David Robertson,The Routledge dictionary of politics ,9780415323772; 0415323770,Routledge,2003,no
JA 400 Rob, David Robertson,A dictionary of modern politics ,9780946653751; 0946653755,Europa Publications,1993,no
JA 400 TWE, David Robertson,21st century political science : a reference handbook.,9781412969017; 1412969018,SAGE Publications,2011,no
JA 400 WUN, Jens-Uwe. Wunderlich,A dictionary of globalization ,1857433327; 9781857433326,Europa,2005,no
JA 400 Wor, Jens-Uwe. Wunderlich,The world this year 1973 : supplement to the Political handbook and atlas of the world : governments and intergovernmental organizations as of January 1; 1973 ,9780671216214; 067121621X,Council on Foreign Relations,1973,no
JA 400 Wor, Jens-Uwe. Wunderlich,World handbook of political and social indicators ,9780300015553; 0300015550,Yale UP,1972,no
JA 410 Gha (Dir), Jens-Uwe. Wunderlich,Directory of the Republic of Ghana; 1961-62.,,Diplomatic P,1961,no
JA 410 Nig (Dir), Jens-Uwe. Wunderlich,Directory of the Federation of Nigeria; 1960.,,Diplomatic P,1960,no
JA 410 Nig (Tra), Jens-Uwe. Wunderlich,Trade directory of the Federal Republic of Nigeria; 1963-64.,,Diplomatic P,1963,no
JA 420 USA (Aus), Erik W. Austin,Political facts of the United States since 1789 ,9780231060943; 0231060947,Columbia UP,1986,no
JA 420 USA (Ell), Jeffrey M. Elliot,Presidential-Congressional political dictionary ,9780874363579; 0874363578,ABC-Clio,1984,no
JA 440 (Pol), Jeffrey M. Elliot,Political and economic encyclopedia of the Pacific ,9780582051614; 0582051614,Longman,1989,no
JA 440 Ind,undefined Shiv Lal.,Indian elections since independence ,,Election Archives,1972,no
JA 440 Jap (War), Robert E. Ward,Japanese political science : a guide to Japanese reference and research materials ,,U of Michigan P,1961,no
JA 450 (COO), Chris Cook,European political facts; 1789-1848 ,9780333216972; 0333216970,Macmillan,1981,no
JA 450 (Coo), Chris Cook,European political facts of the twentieth century ,9780333792032; 0333792033,Macmillan,2000,no
JA 450 (Coo), Chris Cook,European political facts; 1848-1918 ,9780333151006; 0333151003,Macmillan,1978,no
JA 450 (Coo), Chris Cook,European political facts; 1900-1996 ,9780333696309; 0333696301,Macmillan,1998,no
JA 450 (Eur), Chris Cook,European political facts 1648-1789 ,9780333321119; 0333321111,Macmillan,1984,no
JA 450 (Eur),undefined European Consortium for Political Research.,Directory of European political scientists.,,U of Essex P,1973,no
JA 450 (PHI), David. Phinnemore,A dictionary of the European Union ,1857435826; 9781857435825,Routledge,2010,no
JA 450 Fra (Fra),undefined France. Secretariat General du Gouvernement.,Composition du Gouvernement et des cabinets ministeriels.,,La Documentation Francaise,1971,no
JA 450 Fra (Gui),undefined France. Secretariat General du Gouvernement.,Guide de la France des luttes ,,Stock,1974,no
JA 450 GER (GES),undefined France. Secretariat General du Gouvernement.,Geschichtliche grundbegriffe : historisches lexikon zur politisch-sozialen sprache in Deutschland.,9783129038505; 3129038507,Klett-Cotta,1972,no
JA 450 Ger (Ass),undefined Association for the Study of German Politics.,Register of current research into German politics.,9780950428208; 0950428205,The Association,1975,no
JA 450 Ger (Ges),undefined Association for the Study of German Politics.,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland ,9783129038703; 3129038701,Klett-Cotta,1982,no
JA 450 SCO (HAS), Gerry. Hassan,Almanac of Scottish politics ,9781902301532; 1902301536,Politico's,2000,no
JA 450 UK (BUT), David Butler,Twentieth-century British political facts 1900-2000 ,9780333772218; 0333772210; 9780333772225; 0333772229; 9780312229474; 031222947X,Macmillan,2000,no
JA 450 UK (But), David Butler,British political facts; 1900-1994 ,9780333526163; 0333526163,Macmillan,1994,no
JA 450 UK (DOD), Charles R. 1793-1855. (Charles Roger) Dod,Electoral facts from 1832-1853 : impartially stated; constituting a complete political gazeteer. ,9780901759924; 0901759929,Harvester Press,1972,no
JA 450 UK (Mac), F. H. McCalmont,McCalmont's parliamentary poll book : British election results 1832-1918 ,,Harvester P,1971,no
JA 500 LAW, Cheryl. Law,Women : a modern political dictionary ,9781860645020; 186064502X,I B Tauris,2000,no
JA 500 Lea, Cheryl. Law,Leaders of the communist world ,,Free P,1971,no
JA 500 Lex, Cheryl. Law,Lexikon sozialistischer deutscher Literatur.,,VEB Verlag Sprache und Literatur,1962,no
JA 500 Pal, Alan Palmer,Who's who in world politics : from 1860 to the present day ,9780415131629; 0415131626,Routledge,1996,no
JA 500 Ree, Philip. Rees,Biographical dictionary of the extreme right since 1890 ,9780710810199; 0710810199,Harvester Wheatsheaf,1990,no
JA 520 USA (Lan), C. Lanman,Dictionary of the United States Congress ,,Government Printing Office,1866,no
JA 520 USA (UNI),undefined United States. Congress.,Official congressional directory : 93rd congress; 1st session; convened Jan. 3rd 1973.,,USGPO,1973,no
JA 520 USA (Uni),undefined United States. Congress.,Official congressional directory : 97th congress; convened January 5th 1981.,,USGPO,1981,no
JA 520 USA (Uni),undefined United States. Congress.,Official congressional directory for the use of the United States Congress : 83rd congress; 2nd session.,,USGPO,1954,no
JA 520 USA (Uni),undefined United States. Congress.,Official congressional directory for the use of the United States Congress : 89th congress; 1st session.,,USGPO,1965,no
JA 520 USA (Uni),undefined United States. Congress.,The United States Congressional directories; 1789-1840 ,,Columbia UP,1973,no
JA 520 USA (Uni),undefined United States. Congress. Joint Committee on Printing.,Biographical directory of the United States Congress; 1774-1989.,,USGPO,1989,no
JA 540 Chi (Kle), D. W. Klein,Biographic dictionary of Chinese communism 1921-1965 ,,Harvard UP,1971,no
JA 540 Ind (Chh), H. S. Chhabra,Opposition in the parliament : a unique; authentic and comprehensive biographical dictionary of M.P.'s on opposition benches ,,New Publishers,1952,no
JA 540 Ind (Ind),undefined India. Parliament. House of the People.,Who's who in 1957.,,Lok Sabha Secretariat,1957,no
JA 540 Ind (Ind),undefined Indian National Congress.,Bombay Legislature directory.,,Bombay Legislature Congress Party,1953,no
JA 540 Ind (Ind),undefined Indian National Congress.,Directory of the Madras Legislature.,,Madras Legislature Congress Party,1950,no
JA 550 Fra (Dic),undefined Indian National Congress.,Dictionnaire de la politique francaise ,,La Librairie Francaise,1967,no
JB 060 (Kha),Majid Khadduri,Political trends in the Arab world : the role of ideas and ideals in politics ,9780801811227; 0801811228,Johns Hopkins P,1970,yes
JB 060 (BLA),Antony Black,The history of Islamic political thought : from the Prophet to the present ,9780748614714; 0748614710; 9780748614721; 0748614729,Edinburgh University Press,2001,yes
JB 170 STR (HIR),Aggie Hirst,Leo Strauss and the invasion of Iraq : encountering the abyss ,0415621623; 9780415621625,Routledge,2013,yes
JB 130 MAC,"Niccolò Machiavelli ; translated and edited  Robert M Adams""",The prince : a new translation; backgrounds; interpretations; peripherica ,9780393044485; 0393044483; 9780393091496; 039309149X,Norton,1977,yes
JB 200 WIN,Jeffrey A Winters,Oligarchy ,1107005280; 9781107005280; 0521182980; 9780521182980,Cambridge University Press,2011,yes
JB 170 STR,Tracy B Strong,Politics without vision : thinking without a banister in the twentieth century ,0226777464; 9780226777467,University of Chicago Press,2012,yes
JB 210 OCH,Paulina Ochoa Espejo,The time of popular sovereignty : process and the democratic state ,0271037962; 9780271037967; 0271037970; 9780271037974,Pennsylvania State University Press,2011,yes
JB 150 PAI,Seth Cotlar,Tom Paine's America : the rise and fall of transatlantic radicalism in the early republic ,0813931002; 9780813931005,University of Virginia Press,2011,yes
JB 170 WOO,edited  Larry Patriquin,The Ellen Meiksins Wood reader ,9004230084; 9789004230088,Extenza Turpin distributor; Brill,2012,yes
JB 200 MAN,Michael Mann,Power in the 21st century : conversations with John A. Hall ,0745653227; 9780745653228; 0745653235; 9780745653235,Polity Press,2011,yes
JB 150 YIR,Craig Yirush,Settlers; liberty; and empire : the roots of early American political theory; 1675-1775 ,0521193303; 9780521193306; 0521132460; 9780521132466,Cambridge University Press,2011,yes
JB 170 SCH,"Carl Schmitt ; translated  Guy Oakes ; with a new introduction  Graham McAleer""",Political romanticism ,1412814723; 9781412814720,Transaction,2011,yes
JB 216 (PRA),Nicola Pratt,Democracy and authoritarianism in the Arab world ,9781588264619; 1588264610; 9781588264862; 1588264866,Lynne Rienner Publishers,2007,yes
JB 050 (HOS),Nick Hostettler,Eurocentrism : a Marxian critical realist critique ,0415565103; 9780415565103,Routledge,2012,yes
JB 210 LIJ,Arend Lijphart,Patterns of democracy : government forms and performance in thirty-six countries ,9780300078947; 0300078943; 9780300078930; 0300078935; 0300172028; 9780300172027,Yale University Press,1999,yes
JB 225 UK (BUL),Ian Bullock,Romancing the revolution : the myth of Soviet democracy and the British Left ,192683612X; 9781926836126,AU Press,2011,yes
JB 225 (SOC),edited  Nina Bandelj and Dorothy J Solinger,Socialism vanquished; socialism challenged : Eastern Europe and China; 1989-2009 ,019989597X; 9780199895977; 0199895961; 9780199895960,Oxford University Press,2012,yes
JB 200 OXF,edited  David Levi-Faur,Oxford handbook of governance ,0199560536; 9780199560530; 0199677069; 9780199677061,Oxford University Press,2012,yes
JB 210 CHE,Francis Cheneval,The government of the peoples : on the idea and principles of multilateral democracy ,023011699X; 9780230116993,Palgrave Macmillan,2011,yes
JB 210 KUR,Milja Kurki,Democratic futures : revisioning democracy promotion ,9780203073131; 0203073134; 9780415690324; 0415690323; 9780415690348; 041569034X,Routledge,2013,yes
JB 000 BRO,Christopher Brooke,Philosophic pride : Stoicism and political thought from Lipsius to Rousseau ,069115208X; 9780691152080,Princeton University Press,2012,yes
JB 170 TIS,Vladimir Tismaneanu,The devil in history : communism; fascism; and some lessons of the twentieth century ,0520239725; 9780520239722,University of California Press,2012,yes
JB 160 HEG (BUC),Andrew Buchwalter,Dialectics; politics; and the contemporary value of Hegel's practical philosophy ,0415806100; 9780415806107,Routledge,2012,yes
JB 170 OKS,Johanna Oksala,Foucault; politics; and violence ,0810128039; 9780810128033; 0810128020; 9780810128026,Northwestern University Press,2012,yes
JB 160 MIL,John Stuart Mill ; edited  Alan Ryan,On liberty ; and; The subjection of women ,9780141441474; 014144147X,Penguin,2006,yes
JB 214 IND (CHA),Partha Chatterjee,The politics of the governed : reflections on popular politics ,9780231130639; 0231130635,Columbia University Press,2006,yes
JB 000 CAH,edited  Steven M Cahn,Political philosophy : the essential texts ,9780195177084; 0195177088,Oxford University Press,2005,yes
JB 210 HOW,Dick Howard,The specter of democracy : what Marx and Marxists haven't understood and why ,9780231124843; 0231124848,Columbia University Press,2002,yes
JB 210 DEM,edited  Heinrich Best and John Higley,Democratic elitism : new theoretical and comparative perspectives ,9004179399; 9789004179394,Brill,2010,yes
JB 200 WAL,Michael Walzer,Spheres of justice : a defense of pluralism and equality ,9780465081899; 0465081894,BasicBooks,1983,yes
JB 150 Ham,Morton White,Philosophy; the Federalist and the Constitution ,9780195039115; 0195039114,OUP,1987,yes
JB 200 INT,Martha L Cottam [and others],Introduction to political psychology ,1848728816; 9781848728813; 1848728824; 9781848728820,Psychology Press,2009,yes
JB 150 WOO,Ellen Meiksins Wood,Liberty and property : a social history of Western political thought from Renaissance to Enlightenment ,1844677524; 9781844677528,Verso,2012,yes
JB 170 BAD,"Alain Badiou ; translated  Gregory Elliott""",The rebirth of history ,1844678792; 9781844678792,Verso,2012,yes
JB 210 ANT,edited  Erich Kofmel,Anti-democratic thought ,1845401247; 9781845401245,Imprint Academic,2008,yes
JB 160 MIL (VAR),Georgios Varouxakis,Liberty abroad : J.S. Mill on international relations ,1107039142; 9781107039148,Cambridge University Press,2013,yes
JA 200 INT,edited  Dvora Yanow and Peregrine Schwartz-Shea,Interpretation and method : empirical research methods and the interpretive turn ,9780765635396; 0765635399; 9780765635402; 0765635402,ME Sharp Inc,2014,yes
JB 200 Ben,Stanley I Benn,A theory of freedom ,9780521342605; 0521342600,CUP,1988,yes
